,0,1,2
2 0 1 2 2 1 4 2 2,0.2975976778357392,0.7024023221642608,0.0
2 0 1 2 2 1 5,0.0,0.3575604781766803,0.6424395218233196
2 0 1 2 2 1 5 1 2,0.11135578485743013,0.2745784120791252,0.6140658030634447
2 0 1 2 2 1 5 2 2,0.2872197766090864,0.7127802233909136,0.0
2 0 2 1 1,0.0,0.40665504212957004,0.59334495787043
2 0 2 1 1 1 2,0.13643690063522312,0.36310692264617633,0.5004561767186005
2 0 2 1 1 2 2,0.28804063297564364,0.7119593670243564,0.0
2 0 2 1 3,0.0,0.36399636481418546,0.6360036351858146
2 0 2 1 3 1 2,0.12986086889479467,0.3260479417166684,0.544091189388537
2 0 2 1 3 2 2,0.31741482939771837,0.6825851706022816,0.0
2 0 2 1 4,0.0,0.33949873964240035,0.6605012603575996
2 0 2 1 4 1 2,0.14567110810703685,0.29692487698345643,0.5574040149095068
2 0 2 1 4 2 2,0.32717119165541697,0.672828808344583,0.0
2 0 2 1 5,0.0,0.3446610277828526,0.6553389722171473
2 0 2 1 5 1 2,0.13481269575934565,0.29763403091379953,0.5675532733268548
2 0 2 1 5 2 2,0.31094366328681805,0.6890563367131819,0.0
2 0 2 2,0.29988542974442894,0.7001145702555711,0.0
2 0 2 2 1 1,0.0,0.45704622074369977,0.5429537792563003
2 0 2 2 1 1 1 2,0.12127098441123962,0.37753531336784363,0.5011937022209167
2 0 2 2 1 1 2 2,0.2539566023563751,0.7460433976436249,0.0
2 0 2 2 1 3,0.0,0.40260478340166966,0.5973952165983303
2 0 2 2 1 3 1 2,0.11963377058778873,0.32451471444580915,0.5558515149664021
2 0 2 2 1 3 2 2,0.2823065195750515,0.7176934804249485,0.0
2 0 2 2 1 4,0.0,0.34934850775882414,0.6506514922411758
2 0 2 2 1 4 1 2,0.11424771930660071,0.2963201867198861,0.5894320939735133
2 0 2 2 1 4 2 2,0.2651764979258905,0.7348235020741095,0.0
2 0 2 2 1 5,0.0,0.35286551605925764,0.6471344839407424
2 0 2 2 1 5 1 2,0.11840874613516966,0.29330277224404533,0.588288481620785
2 0 2 2 1 5 2 2,0.2814229021717398,0.7185770978282602,0.0
2 1 1 1 0,0.0,0.3283522877690107,0.6716477122309893
2 1 1 1 0 1 2,0.17135710034838617,0.2716543457405074,0.5569885539111064
2 1 1 1 0 2 2,0.3834289152922271,0.6165710847077729,0.0
2 1 1 2 1 0,0.0,0.35148433243839283,0.6485156675616072
2 1 1 2 1 0 1 2,0.16405375546297066,0.2776214819792134,0.5583247625578159
2 1 1 2 1 0 2 2,0.3539684451550083,0.6460315548449916,0.0
2 1 1 2 2 1 0,0.0,0.4462886350251673,0.5537113649748326
2 1 1 2 2 1 0 1 2,0.13821184635162354,0.3323662281036377,0.5294219255447388
2 1 1 2 2 1 0 2 2,0.285075507154076,0.7149244928459241,0.0
2 1 2 1 0,0.0,0.4001960460246042,0.5998039539753959
2 1 2 1 0 1 2,0.162219303283383,0.34366640960673106,0.4941142871098859
2 1 2 1 0 2 2,0.3068170260349263,0.6931829739650737,0.0
2 1 2 2 1 0,0.0,0.4373595505921382,0.5626404494078617
2 1 2 2 1 0 1 2,0.14013622046328905,0.3618346966406522,0.49802908289605874
2 1 2 2 1 0 2 2,0.26961580770604754,0.7303841922939525,0.0
3 0,0.0,0.4186443712228325,0.5813556287771675
3 0 1 1 1,0.0,0.38085595674141626,0.6191440432585837
3 0 1 1 1 1 2,0.12979380069934135,0.31573616360045453,0.5544700357002041
3 0 1 1 1 2 2,0.29327541963769604,0.7067245803623039,0.0
3 0 1 1 2,0.0,0.4061268995007366,0.5938731004992635
3 0 1 1 2 1 2,0.14558592033281328,0.32709431105064685,0.5273197686165398
3 0 1 1 2 2 2,0.30715856981296674,0.6928414301870333,0.0
3 0 1 1 4,0.0,0.30962196729572355,0.6903780327042764
3 0 1 1 4 1 2,0.13550432632137804,0.2609620807004905,0.6035335929781315
3 0 1 1 4 2 2,0.3444859953856348,0.6555140046143653,0.0
3 0 1 1 5,0.0,0.32821996182668467,0.6717800381733153
3 0 1 1 5 1 2,0.1250910628600577,0.2784239095214592,0.5964850276184831
3 0 1 1 5 2 2,0.32593426214181503,0.674065737858185,0.0
3 0 1 2,0.14748581804377384,0.3892638269286207,0.4632503550276054
3 0 1 2 1 1,0.0,0.4250576486782162,0.5749423513217838
3 0 1 2 1 1 1 2,0.11760191444155702,0.33698906992392136,0.5454090156345216
3 0 1 2 1 1 2 2,0.256651355763775,0.743348644236225,0.0
3 0 1 2 1 2,0.0,0.4190202746316606,0.5809797253683394
3 0 1 2 1 2 1 2,0.12052632329495296,0.29380448339263426,0.5856691933124129
3 0 1 2 1 2 2 2,0.2891495543456507,0.7108504456543493,0.0
3 0 1 2 1 4,0.0,0.296768811165262,0.703231188834738
3 0 1 2 1 4 1 2,0.12180863502336495,0.25057495013736114,0.6276164148392739
3 0 1 2 1 4 2 2,0.3153876011651827,0.6846123988348173,0.0
3 0 1 2 1 5,0.0,0.3410306555044483,0.6589693444955517
3 0 1 2 1 5 1 2,0.11716968478881057,0.27201998031124486,0.6108103348999445
3 0 1 2 1 5 2 2,0.30768800950961706,0.692311990490383,0.0
3 0 1 2 2 1 1,0.0,0.4449220682998081,0.5550779317001918
3 0 1 2 2 1 1 1 2,0.10438934946930445,0.33163136985074065,0.563979280679955
3 0 1 2 2 1 1 2 2,0.2150836091588661,0.784916390841134,0.0
3 0 1 2 2 1 2,0.0,0.4486481929824531,0.5513518070175468
3 0 1 2 2 1 2 1 2,0.11362985115140233,0.31483859762068384,0.5715315512279139
3 0 1 2 2 1 2 2 2,0.2418614592945385,0.7581385407054615,0.0
3 0 1 2 2 1 4,0.0,0.3805891259759103,0.6194108740240897
3 0 1 2 2 1 4 1 2,0.11615144201774652,0.2745544551039981,0.6092941028782554
3 0 1 2 2 1 4 2 2,0.2656597505603263,0.7343402494396737,0.0
3 0 1 2 2 1 5,0.0,0.40699450739745835,0.5930054926025417
3 0 1 2 2 1 5 1 2,0.09777585344183554,0.2993166722408185,0.6029074743173459
3 0 1 2 2 1 5 2 2,0.22783540984601797,0.7721645901539821,0.0
3 0 2 1 1,0.0,0.453901049099898,0.5460989509001021
3 0 2 1 1 1 2,0.11984539031982422,0.3893512487411499,0.4908033609390259
3 0 2 1 1 2 2,0.24401147626962158,0.7559885237303784,0.0
3 0 2 1 2,0.0,0.47696452388258137,0.5230354761174186
3 0 2 1 2 1 2,0.12906603322824786,0.402729028422698,0.4682049383490542
3 0 2 1 2 2 2,0.2496197380648092,0.7503802619351908,0.0
3 0 2 1 4,0.0,0.3741321007544705,0.6258678992455294
3 0 2 1 4 1 2,0.13234522938728333,0.3263145983219147,0.541340172290802
3 0 2 1 4 2 2,0.29979088828339023,0.7002091117166097,0.0
3 0 2 1 5,0.0,0.3748459520077213,0.6251540479922787
3 0 2 1 5 1 2,0.11639496337190379,0.33541732026883003,0.5481877163592661
3 0 2 1 5 2 2,0.27500043978650174,0.7249995602134982,0.0
3 0 2 2,0.24676801365101858,0.7532319863489814,0.0
3 0 2 2 1 1,0.0,0.5056640528544751,0.49433594714552487
3 0 2 2 1 1 1 2,0.10246616296571008,0.42245395712691675,0.4750798799073732
3 0 2 2 1 1 2 2,0.20793836599128623,0.7920616340087138,0.0
3 0 2 2 1 2,0.0,0.45411580273165236,0.5458841972683477
3 0 2 2 1 2 1 2,0.09199320191114553,0.365848408602852,0.5421583894860025
3 0 2 2 1 2 2 2,0.2193441788398187,0.7806558211601813,0.0
3 0 2 2 1 4,0.0,0.36686101193647175,0.6331389880635283
3 0 2 2 1 4 1 2,0.09990120231810815,0.3259553708420804,0.5741434268398115
3 0 2 2 1 4 2 2,0.24060878577043585,0.7593912142295641,0.0
3 0 2 2 1 5,0.0,0.3935456206471466,0.6064543793528534
3 0 2 2 1 5 1 2,0.1020485691878838,0.33483630668249953,0.5631151241296166
3 0 2 2 1 5 2 2,0.2485382571297401,0.7514617428702599,0.0
3 1 1 1 0,0.0,0.39372479601261284,0.6062752039873872
3 1 1 1 0 1 2,0.1556060784400415,0.3382088592381605,0.5061850623217979
3 1 1 1 0 2 2,0.32324079814415957,0.6767592018558405,0.0
3 1 1 2 1 0,0.0,0.41002692388877615,0.5899730761112238
3 1 1 2 1 0 1 2,0.14459833071832864,0.33780842012737927,0.5175932491542921
3 1 1 2 1 0 2 2,0.30353818654344245,0.6964618134565576,0.0
3 1 1 2 2 1 0,0.0,0.4877520336959378,0.5122479663040622
3 1 1 2 2 1 0 1 2,0.11971058072169076,0.35954619559032197,0.5207432236879873
3 1 1 2 2 1 0 2 2,0.22061803183026954,0.7793819681697305,0.0
3 1 2 1 0,0.0,0.4639309234824944,0.5360690765175056
3 1 2 1 0 1 2,0.13622138310138532,0.4093636992384106,0.4544149176602041
3 1 2 1 0 2 2,0.26520800049935356,0.7347919995006464,0.0
3 1 2 2 1 0,0.0,0.46936552059517833,0.5306344794048217
3 1 2 2 1 0 1 2,0.1189097928838401,0.4114094139845582,0.4696807931316017
3 1 2 2 1 0 2 2,0.23033161396563767,0.7696683860343624,0.0
4 0,0.0,0.4146159782085695,0.5853840217914305
4 0 1 1 1,0.0,0.3861841837187005,0.6138158162812994
4 0 1 1 1 1 2,0.1358689706286481,0.33904568371312865,0.5250853456582232
4 0 1 1 1 2 2,0.30563967824656396,0.6943603217534361,0.0
4 0 1 1 2,0.0,0.4145299805342524,0.5854700194657476
4 0 1 1 2 1 2,0.14018215893613345,0.3635742149606815,0.49624362610318506
4 0 1 1 2 2 2,0.3213438288230451,0.678656171176955,0.0
4 0 1 1 3,0.0,0.38782927330411987,0.6121707266958801
4 0 1 1 3 1 2,0.12338195475040747,0.32280636168368176,0.5538116835659108
4 0 1 1 3 2 2,0.3122690589360963,0.6877309410639036,0.0
4 0 1 1 5,0.0,0.33886323393784873,0.6611367660621513
4 0 1 1 5 1 2,0.12417492270469666,0.3162248432636261,0.5596002340316772
4 0 1 1 5 2 2,0.31025578854389335,0.6897442114561066,0.0
4 0 1 2,0.16295807030422124,0.3863264369660411,0.4507154927297377
4 0 1 2 1 1,0.0,0.4113683510874847,0.5886316489125153
4 0 1 2 1 1 1 2,0.1304843684886584,0.3386194605046671,0.5308961710066744
4 0 1 2 1 1 2 2,0.2857461961740125,0.7142538038259875,0.0
4 0 1 2 1 2,0.0,0.3986014378591717,0.6013985621408283
4 0 1 2 1 2 1 2,0.12855608186620107,0.2978530094987299,0.573590908635069
4 0 1 2 1 2 2 2,0.30587863502676277,0.6941213649732372,0.0
4 0 1 2 1 3,0.0,0.34807950967332807,0.651920490326672
4 0 1 2 1 3 1 2,0.13543274191422808,0.2743037477550657,0.5902635103307062
4 0 1 2 1 3 2 2,0.3293132697831835,0.6706867302168166,0.0
4 0 1 2 1 5,0.0,0.33156339535966817,0.6684366046403318
4 0 1 2 1 5 1 2,0.12554523348808289,0.27208009362220764,0.6023746728897095
4 0 1 2 1 5 2 2,0.31801148910991717,0.6819885108900828,0.0
4 0 1 2 2 1 1,0.0,0.4741567785947176,0.5258432214052824
4 0 1 2 2 1 1 1 2,0.11703850194267566,0.3627869079970446,0.5201745900602798
4 0 1 2 2 1 1 2 2,0.22471964786784507,0.775280352132155,0.0
4 0 1 2 2 1 2,0.0,0.4793039484558172,0.5206960515441829
4 0 1 2 2 1 2 1 2,0.12737702402667808,0.3490595675584481,0.5235634084148738
4 0 1 2 2 1 2 2 2,0.2514236999129219,0.7485763000870781,0.0
4 0 1 2 2 1 3,0.0,0.4302058524375318,0.5697941475624683
4 0 1 2 2 1 3 1 2,0.11774653151840878,0.31850621948722024,0.563747248994371
4 0 1 2 2 1 3 2 2,0.26231789912051984,0.7376821008794802,0.0
4 0 1 2 2 1 5,0.0,0.4318939573591861,0.5681060426408139
4 0 1 2 2 1 5 1 2,0.10253164535270462,0.33426110691349553,0.5632072477337998
4 0 1 2 2 1 5 2 2,0.22875992507555737,0.7712400749244427,0.0
4 0 2 1 1,0.0,0.47105460587317777,0.5289453941268223
4 0 2 1 1 1 2,0.125506602197492,0.41370666541417445,0.4607867323883335
4 0 2 1 1 2 2,0.2463863674305296,0.7536136325694703,0.0
4 0 2 1 2,0.0,0.4847649766855473,0.5152350233144527
4 0 2 1 2 1 2,0.12934936775787723,0.42269135151343573,0.44795928072868707
4 0 2 1 2 2 2,0.26416334449573076,0.7358366555042692,0.0
4 0 2 1 3,0.0,0.41776491676230204,0.5822350832376979
4 0 2 1 3 1 2,0.11784890294075012,0.3672085702419281,0.5149425268173218
4 0 2 1 3 2 2,0.2696639188288581,0.7303360811711419,0.0
4 0 2 1 5,0.0,0.3921343115715063,0.6078656884284936
4 0 2 1 5 1 2,0.11742501443419573,0.3565376619278417,0.5260373236379625
4 0 2 1 5 2 2,0.27057348435447276,0.7294265156455272,0.0
4 0 2 2,0.26681738383945086,0.7331826161605491,0.0
4 0 2 2 1 1,0.0,0.5044689377282444,0.4955310622717556
4 0 2 2 1 1 1 2,0.11535916363007101,0.42639413279338684,0.4582467035765422
4 0 2 2 1 1 2 2,0.23428062028899108,0.7657193797110089,0.0
4 0 2 2 1 2,0.0,0.4616696896340122,0.5383303103659878
4 0 2 2 1 2 1 2,0.11263251975968598,0.37001713335616193,0.5173503468841522
4 0 2 2 1 2 2 2,0.23931067947450915,0.7606893205254909,0.0
4 0 2 2 1 3,0.0,0.40680293454723776,0.5931970654527622
4 0 2 2 1 3 1 2,0.11877571525926034,0.3456167799469058,0.5356075047938338
4 0 2 2 1 3 2 2,0.25996629514439046,0.7400337048556096,0.0
4 0 2 2 1 5,0.0,0.39363797463732236,0.6063620253626777
